id;segmentId;templateId;storeId;name;description;badge;type;status;isDefault;createdAt;createdBy;updatedAt;updatedBy
475;5;475;SS9V66DQA4;Campanha Minus SVKX;Sunt veritatis consectetur aliquid error atque aut quasi pariatur dolor fugiat nam.;migration;1;4;False;2024-06-03 05:26:29;da-cruzdaniel;2025-03-22 05:26:29;joao-guilherme18
476;357;476;TFE85S0I99;Campanha Ipsum N7TC;Facere quam quasi cupiditate vitae eos vitae ratione ducimus eaque corporis maxime.;migration;2;1;False;2024-04-21 18:18:26;marcos-vinicius86;2024-09-23 18:18:26;isaac94
477;5;477;LX3GGUKO1Y;Campanha Libero 7SR3;Odit aperiam blanditiis quidem unde suscipit.;consumption;1;4;False;2024-06-22 09:58:54;andrenascimento;2025-02-19 09:58:54;raquelda-rosa
478;5;478;F0O7Y4XBBM;Campanha Ipsa ZJ22;Reprehenderit porro ex culpa molestias pariatur totam aliquid veniam veniam.;;1;3;False;2024-08-16 03:16:38;da-cruzmaria;2025-05-01 03:16:38;brunocavalcanti
479;5;479;RTIRY3TI0M;Campanha Doloribus 2Q22;Fugiat perspiciatis quas deleniti perspiciatis nulla optio.;seasonal;2;2;False;2024-06-25 15:55:19;qalves;2024-07-17 15:55:19;nascimentolucca
480;358;480;57ZKVNIJWA;Campanha Quibusdam QLCA;;winback;2;1;False;2024-05-04 12:09:26;gustavolopes;2024-05-27 12:09:26;lopestheo
481;359;481;F7UIWJTA88;Campanha Totam 2JOZ;Dolore corporis deleniti recusandae esse quo nulla.;loyalty;1;4;False;2024-06-09 15:46:31;heitor57;2024-08-20 15:46:31;ana-clara19
482;5;482;OF9SVCA3DC;Campanha Eveniet 9E69;;loyalty;2;2;False;2024-03-05 03:48:46;ovieira;2024-07-15 03:48:46;wjesus
483;5;483;DHZ6M9BJUD;Campanha Consectetur L3AF;A recusandae repudiandae blanditiis cumque provident eaque similique.;consumption;2;4;False;2024-03-31 05:20:21;stephanymoreira;2024-10-25 05:20:21;laura59
484;360;484;EDLBGKBUOC;Campanha Iste 1R60;Recusandae aliquam possimus repellendus numquam sit deleniti architecto vitae.;winback;1;3;False;2024-03-07 22:47:01;jalves;2024-07-19 22:47:01;emanuella14
485;361;485;UTBT6AO3FJ;Campanha Voluptatum PO4D;Sunt facere qui saepe iure esse incidunt quos voluptatum laboriosam.;loyalty;2;2;False;2024-08-29 16:10:48;alanaviana;2025-05-31 16:10:48;pedro-lucasribeiro
486;362;486;8TWT2I9OWP;Campanha Autem 7NL6;Totam dicta occaecati commodi perspiciatis culpa in.;migration;2;3;False;2024-06-12 23:47:17;miguel34;2024-12-21 23:47:17;joaoda-cruz
487;363;487;92BEEVG429;Campanha Quas I76B;Dicta dolores recusandae dolores earum deserunt exercitationem.;migration;1;4;False;2024-08-27 06:26:18;beatriz66;2025-01-07 06:26:18;nunesbrenda
488;364;488;YC3T13HLOZ;Campanha Modi ESJN;Accusantium accusantium explicabo accusantium alias consequuntur consectetur sint nulla ullam impedit.;migration;2;4;False;2024-02-11 07:15:45;pedro-miguelmendes;2024-09-14 07:15:45;maria-alice32
489;365;489;AXU3K8JB79;Campanha Soluta YJ65;Minus mollitia minus explicabo esse dolorem enim temporibus accusamus dolor similique maxime repudiandae.;winback;2;4;False;2024-01-14 18:09:57;da-rochamatheus;2024-02-08 18:09:57;nataliacastro
490;366;490;B2JA2LPN1M;Campanha Dolores 6U2L;;consumption;1;2;False;2024-07-22 23:40:00;marcelamelo;2025-02-17 23:40:00;calebe97
491;367;491;PI2JONEW1M;Campanha Cumque KDWV;Rem sapiente reiciendis neque consectetur illo distinctio dolore exercitationem ipsa aliquid odio enim.;consumption;1;1;False;2024-07-26 10:47:32;kaiquerocha;2024-08-09 10:47:32;alana81
492;368;492;FGGK82P5YR;Campanha Incidunt O1WO;;migration;1;2;False;2024-01-15 07:56:22;gustavo-henriquesouza;2024-08-19 07:56:22;henrique72
493;5;493;D643J2X9A6;Campanha Iure TDV9;Nemo officiis eveniet odit optio officia consequatur.;;2;2;False;2024-04-29 21:03:41;brunonogueira;2024-06-19 21:03:41;ana-beatriz48
494;369;494;GV7P2A2Q9O;Campanha Ex JF3C;Exercitationem vel occaecati expedita at error aliquid neque consectetur libero.;seasonal;1;2;False;2024-03-27 20:22:04;valentinaaraujo;2024-05-06 20:22:04;qcampos
495;370;495;TI1RIMVN1B;Campanha Nobis T9WN;;consumption;1;3;False;2024-02-01 12:59:11;esther60;2024-05-15 12:59:11;luiz-miguel23
496;371;496;YZILJ29JB8;Campanha Ex JXKQ;Magni laudantium voluptatem nulla nihil soluta placeat tempore ratione.;seasonal;1;2;True;2024-03-01 10:52:07;bmelo;2024-05-03 10:52:07;anovaes
497;372;497;FG79KT10R7;Campanha Nemo 09Q6;Harum corporis occaecati id adipisci qui possimus adipisci.;;1;2;True;2024-02-10 13:31:47;santospedro-henrique;2024-04-07 13:31:47;rebeca26
498;373;498;XYFGG3TY36;Campanha Amet MAT2;;migration;2;2;False;2024-09-25 20:10:09;lucas-gabriel09;2025-02-22 20:10:09;maria-fernandacardoso
499;374;499;LWBV2IZSFW;Campanha Quidem I45A;Officiis fugit ducimus debitis aut alias.;seasonal;1;1;False;2024-01-27 23:17:40;da-cunhalavinia;2024-06-05 23:17:40;qalves
500;5;500;PSSCP9KJYM;Campanha Mollitia JBT3;Ducimus consequuntur laboriosam reiciendis soluta a recusandae.;consumption;1;4;False;2024-10-15 12:19:47;cardosoluiz-felipe;2025-05-05 12:19:47;zfreitas
501;375;501;Q2DXX60LXE;Campanha Vel T8SJ;;winback;2;4;False;2024-09-01 20:47:52;erick87;2024-12-21 20:47:52;yasmin06
502;376;502;SF5YC9LUER;Campanha Modi JQEN;;migration;1;4;False;2024-08-26 11:33:05;alana37;2025-05-23 11:33:05;vitormartins
503;5;503;GEHUIQSI2F;Campanha Molestias EXTB;Voluptatem ea quae in atque repudiandae magni tempore.;loyalty;1;2;False;2024-10-13 16:40:59;icosta;2025-02-19 16:40:59;pcavalcanti
504;377;504;7ZUHFBEGGA;Campanha Illo CSQN;Maiores eius nihil quis assumenda minus.;migration;1;4;True;2024-07-30 14:08:37;ferreiraian;2025-04-19 14:08:37;santosrenan
505;5;505;ET3GNDC06K;Campanha Laudantium LI7V;;migration;2;3;False;2024-10-15 09:37:56;qpinto;2025-04-30 09:37:56;mariane89
506;5;506;XHL5V32BH1;Campanha Ducimus A4OG;Iure molestias tenetur ipsum eveniet eius cupiditate.;consumption;2;3;False;2024-06-23 07:54:33;isabella74;2025-03-31 07:54:33;ribeirosofia
507;378;507;PCAYP9YPDA;Campanha Mollitia X6KD;Modi iusto repudiandae facere delectus nobis fugiat.;migration;1;3;False;2024-10-26 00:21:09;rmoura;2025-05-08 00:21:09;joaquimvieira
508;379;508;TDW7V1QSA1;Campanha Odit 1PTK;Voluptatum ipsa temporibus impedit fugiat accusamus quam.;loyalty;2;4;True;2024-01-12 09:22:40;maria-luiza41;2024-08-27 09:22:40;yasmin29
509;380;509;V2TTUSWETY;Campanha Sit X2CB;Accusantium quas debitis enim odit eveniet numquam labore doloremque vel optio.;winback;2;2;False;2024-03-13 15:26:04;lcarvalho;2024-09-27 15:26:04;davi-lucas85
510;5;510;4U6AVE7E51;Campanha Debitis M4WU;;loyalty;2;1;False;2024-05-31 18:12:10;sofiada-conceicao;2025-01-18 18:12:10;mariana46
511;381;511;TA76NFCQML;Campanha Similique 8QQZ;Impedit asperiores occaecati ipsum placeat impedit soluta ab fuga ea.;seasonal;1;4;False;2024-05-08 08:12:22;pereiracarlos-eduardo;2024-06-17 08:12:22;lorenaporto
512;382;512;V2DY4TKVV7;Campanha Minima PGF7;Earum quo id reiciendis et similique consequatur modi necessitatibus sequi ea et culpa.;consumption;1;4;True;2024-05-06 00:57:18;gomesbrenda;2024-11-19 00:57:18;maria-eduardateixeira
513;383;513;ZN6DTYN4BP;Campanha Beatae SAUE;Dolores consequuntur animi dolor sit pariatur ea maxime quae minus.;consumption;2;1;False;2024-02-01 12:16:19;caue37;2024-06-15 12:16:19;brenodias
514;384;514;A0CO76O8QH;Campanha Enim E4QG;Officia rem unde ab neque culpa similique blanditiis praesentium.;loyalty;2;3;False;2024-10-13 15:08:10;bgomes;2025-08-03 15:08:10;isaac50
515;385;515;DS83GYZIEP;Campanha Cupiditate O772;Necessitatibus eos dolorem natus eum fugit alias.;consumption;1;4;False;2024-01-13 17:43:55;joao-guilherme60;2024-02-11 17:43:55;mcorreia
516;386;516;27X1CENAGQ;Campanha Sapiente 39XL;Adipisci delectus sed vitae maxime inventore assumenda perferendis inventore.;;1;1;False;2024-02-06 08:56:04;emilly82;2024-03-07 08:56:04;ana-clara00
517;387;517;I32BUHBCPL;Campanha Aspernatur A8JZ;Sapiente amet eligendi in impedit suscipit recusandae odit dolorem sed aperiam.;seasonal;1;3;False;2024-10-26 15:57:09;fariasmaria-clara;2025-04-29 15:57:09;amartins
518;388;518;ZIX2SOTH4M;Campanha Voluptates VKQE;Quis debitis accusantium iusto maxime ipsam cupiditate ut quam necessitatibus temporibus.;seasonal;1;2;False;2024-08-16 22:42:55;almeidaanthony;2025-01-30 22:42:55;ramosmaria-cecilia
519;389;519;23C60CJBMU;Campanha Ducimus VHGQ;Recusandae provident excepturi iste assumenda aliquam corporis nulla nihil veniam eum reprehenderit.;consumption;1;3;False;2024-07-13 21:51:23;sjesus;2024-10-24 21:51:23;ujesus
520;390;520;S5I5FTOJTB;Campanha Fugit PGT9;Eum voluptatum earum sunt asperiores sit libero architecto ducimus quam.;consumption;2;2;False;2024-06-29 19:39:36;da-motacaue;2024-11-07 19:39:36;araujovicente
521;391;521;8LI72W4OEB;Campanha Quis MQPJ;;migration;2;3;True;2024-08-11 06:31:20;nascimentobernardo;2025-01-13 06:31:20;renan80
522;392;522;MNOHG3VTL1;Campanha Neque DRZ0;Ipsum iste cumque ipsum nihil dicta repellat eum expedita quae aspernatur.;seasonal;1;2;False;2024-07-04 03:26:53;cardosoluana;2024-12-22 03:26:53;pedro-lucasbarros
523;393;523;9QSNVYF2ZQ;Campanha Reprehenderit OYGW;Reiciendis nam sed praesentium perspiciatis minus laborum asperiores.;;2;2;False;2024-02-19 12:08:54;inogueira;2024-04-01 12:08:54;brenda86
524;5;524;ZCGACEPL2U;Campanha Dolorum 5CFP;Occaecati aut maxime autem corporis voluptate distinctio sunt vel tempora.;seasonal;1;1;False;2024-05-13 03:47:43;costelaana-vitoria;2024-09-27 03:47:43;enzo-gabriel49
525;5;525;M576M2YVP6;Campanha Magnam MPB4;;migration;2;2;False;2024-05-14 20:37:29;alexiacardoso;2024-07-09 20:37:29;laraoliveira
526;394;526;VBM0YX6X3B;Campanha Nemo 9KYH;Vitae beatae laboriosam facere provident cumque temporibus ducimus temporibus minus quibusdam quo.;consumption;1;2;False;2024-03-01 22:13:31;sarah49;2024-10-24 22:13:31;mendesalexandre
527;5;527;EJEBHBW9KC;Campanha Optio KWDH;Suscipit dolore adipisci odit molestias molestiae ipsum reiciendis temporibus.;seasonal;2;2;False;2024-10-05 18:08:18;fcaldeira;2025-07-28 18:08:18;ana53
528;5;528;M16YMBNBOR;Campanha Itaque 7AAU;Beatae officiis doloribus ullam earum neque.;winback;1;1;False;2024-08-10 14:29:57;heloisa11;2025-02-09 14:29:57;vitor89
529;395;529;ZRBZIRJYZ8;Campanha Veritatis XUKU;Dignissimos cumque explicabo tempora aut ea.;consumption;1;1;False;2024-08-11 02:32:28;milena03;2025-02-25 02:32:28;oliveirakevin
530;5;530;RN4FLHW3CH;Campanha Nulla NJ6G;Voluptatum ut eum cupiditate laudantium occaecati iure a.;migration;2;3;False;2024-01-12 20:30:05;xcosta;2024-07-31 20:30:05;silvamatheus
531;5;531;CG8ZF2L4C0;Campanha Atque BB6P;Magni perspiciatis esse corporis inventore aspernatur maiores quisquam tempora facere aliquid aperiam.;seasonal;1;3;False;2024-03-23 03:27:41;nicolascostela;2025-01-15 03:27:41;brunacastro
532;396;532;W8UOJA5ENP;Campanha Dolore 2WA6;Architecto similique corrupti rem amet dolorem magnam facilis rem voluptas incidunt.;consumption;2;3;False;2024-04-15 15:30:09;rodrigo23;2024-04-17 15:30:09;maria-vitoria24
533;397;533;U9Q44DVVPG;Campanha Repudiandae B8IY;Mollitia amet odit amet dolores quia facere nihil non.;loyalty;1;2;False;2024-10-30 16:35:52;heitor22;2025-08-14 16:35:52;gabriel72
534;398;534;MGJ96ZE6E2;Campanha Cumque 4I1A;Suscipit magnam dolorum dicta totam eos.;loyalty;2;2;False;2024-07-07 11:29:21;qramos;2025-01-12 11:29:21;alvesisabelly
535;399;535;C6SEURANDD;Campanha Veritatis EPTL;Quasi nulla quidem ducimus accusamus tempore ut cum ut et incidunt illo.;winback;1;3;False;2024-02-19 05:06:33;vsilveira;2024-05-16 05:06:33;hferreira
536;400;536;YQZDUBB9MI;Campanha Quasi T3VH;;winback;2;2;False;2024-08-19 17:49:49;castroenzo;2025-04-13 17:49:49;rodriguesdavi-lucca
537;5;537;RGSL55X9E0;Campanha Odit RAGH;;consumption;1;2;False;2024-07-27 06:21:05;jesusthomas;2025-05-20 06:21:05;ana-livia07
538;401;538;CDK9X0740C;Campanha Ea 98UZ;Velit ea beatae odio aliquam temporibus error tempore nemo error.;seasonal;1;2;False;2024-03-04 07:24:32;kalmeida;2024-05-22 07:24:32;helena59
539;402;539;EW9JZF4EPM;Campanha Odit 7ZDN;Et veritatis velit iure eos inventore repudiandae amet exercitationem cumque ea.;loyalty;1;2;False;2024-10-23 11:59:57;antonioda-costa;2024-10-29 11:59:57;msilveira
540;5;540;P5OOA9CZV7;Campanha Occaecati PQOV;Deserunt ipsa quas ex minus similique magnam tempora quisquam placeat officia.;winback;1;2;False;2024-07-25 06:02:59;joao-gabriel15;2024-09-10 06:02:59;vicente18
541;403;541;YX9DY39CK5;Campanha Veniam B8U8;Debitis sit praesentium incidunt ducimus ullam ipsum esse aperiam autem beatae.;loyalty;1;1;False;2024-11-04 23:59:35;da-rochaana-laura;2024-12-10 23:59:35;eduardo76
542;5;542;403CNFU2HE;Campanha Dignissimos RSNU;Dolor itaque voluptates atque repellat veniam suscipit exercitationem dignissimos ratione repellat facilis.;consumption;2;4;False;2024-04-23 04:11:13;barrosmurilo;2024-08-27 04:11:13;lmelo
543;404;543;NZ7DSONKK1;Campanha Omnis JXPP;;loyalty;2;2;False;2024-07-08 14:48:44;anthony90;2024-07-28 14:48:44;pedronovaes
544;405;544;UMKVGG4NP4;Campanha Facilis D8J2;Dolore a qui inventore doloribus totam aperiam.;seasonal;1;3;False;2024-10-16 08:07:49;diasjuan;2025-02-08 08:07:49;thomas12
545;406;545;ZJFY4W8TR9;Campanha Cum 8W07;Voluptatibus possimus dolorem itaque illum omnis itaque nobis perspiciatis.;loyalty;1;3;True;2024-09-21 23:24:35;nnovaes;2025-07-02 23:24:35;roliveira
546;407;546;XUNHU25Z8K;Campanha Praesentium Q86Y;;consumption;1;2;True;2024-10-13 23:36:36;pedro-lucas36;2024-11-25 23:36:36;da-rochaluigi
547;408;547;88BYCZNYRB;Campanha Similique 9J52;Laborum officiis minima modi qui quam dicta accusantium corporis quis.;;2;4;False;2024-04-16 03:02:05;qazevedo;2024-08-27 03:02:05;diogo16
548;5;548;OZZ9Z76MH8;Campanha Hic PU9J;Reprehenderit ducimus illo fugiat architecto perspiciatis vel ipsam quasi.;;2;1;False;2024-05-19 06:06:45;vieiraluiz-felipe;2025-01-06 06:06:45;qfreitas
549;5;549;6EGKAZAL4W;Campanha Praesentium 7S3G;Odit eveniet nam corporis aliquid labore harum cupiditate.;;1;3;False;2024-06-27 02:57:08;cardosomarcela;2024-10-11 02:57:08;leticia06
550;409;550;NKQE7A5JI1;Campanha Earum VEGE;Ab a perferendis molestias ad pariatur eligendi cupiditate culpa similique.;consumption;1;3;False;2024-06-03 22:34:47;diogoda-cunha;2025-03-24 22:34:47;hferreira
551;5;551;VI673KLLZC;Campanha Reiciendis UH1I;Quidem aliquid repellendus impedit cumque aliquid exercitationem.;seasonal;1;1;False;2024-09-20 11:14:14;das-nevesana-julia;2025-06-25 11:14:14;diego98
552;410;552;RTMG7C0Q6U;Campanha Eaque LH3X;Atque aliquid hic sequi deleniti minima id.;seasonal;1;4;False;2024-08-06 05:18:40;crocha;2024-10-07 05:18:40;alice77
553;411;553;J4XYBRXFX3;Campanha Numquam AT25;Commodi aliquid vel vel aliquam laudantium iusto ullam reprehenderit quia amet rerum quis.;loyalty;1;4;False;2024-07-26 02:04:08;luiz-felipe93;2025-03-18 02:04:08;ana-vitoriapires
554;5;554;EPYOHAKC37;Campanha Nam WMFP;Officiis distinctio id non corrupti possimus earum tenetur.;winback;1;1;False;2024-07-09 12:11:55;pereiradiogo;2025-02-25 12:11:55;antonioribeiro
555;412;555;XXBAF4GELL;Campanha Earum X8EA;Incidunt tempora reiciendis laborum dolores iste rerum possimus a.;consumption;1;1;False;2024-06-02 11:49:54;rpereira;2024-11-15 11:49:54;cfernandes
556;413;556;1TWD96HHWM;Campanha Est F1GZ;;winback;1;4;False;2024-11-05 12:25:45;lara85;2025-02-24 12:25:45;jalmeida
557;414;557;ENW34Y6FFY;Campanha Officia 3IW6;Suscipit quidem itaque voluptatum ad quisquam architecto molestias deserunt reprehenderit ipsam.;winback;1;1;False;2024-04-16 08:42:29;breno73;2024-10-09 08:42:29;amandapires
558;415;558;4Y32HMEPDM;Campanha Facilis BO6T;Earum quae dignissimos quod incidunt debitis incidunt culpa.;;1;2;True;2024-05-02 08:42:10;das-nevesraul;2024-11-04 08:42:10;azevedojulia
559;416;559;2ESF4NDRFD;Campanha Dignissimos X89I;Totam optio dolore commodi consequuntur ex corporis cum.;winback;1;1;False;2024-06-10 21:10:47;da-conceicaovitoria;2025-02-19 21:10:47;felipepires
560;417;560;71TJOHPJF9;Campanha Nam 899F;;loyalty;1;1;False;2024-07-21 05:38:46;joaquimnovaes;2025-02-28 05:38:46;ocostela
561;5;561;JFUY0F39WG;Campanha Adipisci 0MCG;Excepturi officiis in mollitia perferendis qui odio veritatis eum odit exercitationem pariatur.;winback;2;2;False;2024-10-30 17:56:31;zda-cunha;2025-03-28 17:56:31;da-mataana-livia
562;418;562;6I62R2CXTJ;Campanha Minima YRDI;Quibusdam numquam explicabo nesciunt fuga ducimus repellat voluptatibus magni soluta assumenda aperiam non.;;2;2;False;2024-06-04 02:04:27;gsilveira;2024-06-29 02:04:27;mda-paz
563;5;563;1XLAXHNOC2;Campanha Culpa XI3R;Nostrum ipsa facere atque doloremque fugit ad nostrum provident assumenda vel.;consumption;2;1;True;2024-08-15 19:50:08;ana-juliaaragao;2025-01-18 19:50:08;joao-miguel27
564;419;564;2BLU27XNPZ;Campanha Libero CU7M;;;2;1;False;2024-05-12 15:42:54;ceciliateixeira;2024-09-30 15:42:54;barbosalucas
565;5;565;UN9VQR2C23;Campanha Mollitia AG9X;Dolorem possimus et hic et quod itaque repudiandae itaque omnis.;migration;2;1;False;2024-08-19 23:25:35;enricosales;2024-10-04 23:25:35;lais75
566;420;566;FCHIZ6WQUQ;Campanha Ab B8RC;;;2;4;False;2024-03-04 13:47:36;msilveira;2024-04-18 13:47:36;moraesjoao-gabriel
567;5;567;29GPO1QMUT;Campanha Sunt WXPI;Maiores fuga error dolor officiis illo.;seasonal;1;3;False;2024-04-10 14:41:47;augustodias;2024-05-20 14:41:47;da-luzrafael
568;421;568;VWNLBS0UMI;Campanha Distinctio FFVM;Recusandae iste velit hic reprehenderit magnam delectus nisi recusandae eligendi.;migration;2;4;False;2024-03-30 14:50:18;luiz-henrique09;2024-05-28 14:50:18;luana25
569;5;569;9UQ7RZAPUO;Campanha Ab LXPO;;winback;2;4;False;2024-06-06 15:04:51;epeixoto;2024-10-23 15:04:51;joanarezende
570;422;570;PH6P9JLAIL;Campanha Itaque HHVN;Consequatur eum maiores rem occaecati voluptate soluta totam vel.;consumption;2;2;False;2024-05-10 23:26:10;rodrigoda-paz;2024-06-24 23:26:10;freitasenzo-gabriel
571;423;571;C5UMUNLBNQ;Campanha Nesciunt ANDT;Ab corrupti sunt dolores quo autem harum dignissimos consectetur quos unde quasi sint quisquam.;;2;2;False;2024-07-10 03:08:56;julia10;2025-02-20 03:08:56;qteixeira
572;424;572;ICLKS441WM;Campanha Voluptates KXI9;;consumption;2;2;False;2024-06-25 10:29:10;cunhacaua;2024-11-25 10:29:10;laralima
573;425;573;22KEUVIV48;Campanha Hic JUKU;Aut necessitatibus accusantium dolorem impedit minus cumque rerum dolorem qui incidunt cum.;consumption;2;3;False;2024-05-10 03:41:43;da-rochacaio;2024-09-18 03:41:43;luizada-cunha
574;426;574;14ZGIVSE00;Campanha Eveniet HU3X;Error dolorem voluptate quasi ipsam eveniet debitis.;winback;2;1;False;2024-01-18 10:41:32;thiago17;2024-10-13 10:41:32;lucas-gabriel27
575;5;575;DA6UEYERBL;Campanha Non 6SGW;Nesciunt magni est assumenda aliquid quasi enim iure molestiae.;;2;3;False;2024-04-17 13:05:55;pedro-lucassilva;2024-07-06 13:05:55;barrosjoao-guilherme
576;5;576;E1BAKU4NC0;Campanha Facilis IBA6;Dolorum sint libero minus minima mollitia minima cumque.;consumption;1;2;True;2024-07-13 07:42:51;maitecavalcanti;2025-05-08 07:42:51;da-mataalicia
577;427;577;0Q45TVGUW4;Campanha Delectus 8TP3;Quaerat voluptate harum veniam tenetur ab doloremque fugit libero.;winback;1;1;False;2024-02-25 08:36:01;acunha;2024-06-08 08:36:01;leandro18
578;5;578;TGZOHC7TBH;Campanha Qui 6GO7;Quisquam fuga natus voluptas quis vel assumenda sequi sint quas.;seasonal;1;1;False;2024-04-22 04:08:50;maria-vitoria93;2024-10-23 04:08:50;eduardo38
579;428;579;LKJHDKXZO0;Campanha Iure YX2T;Aliquam qui doloremque voluptas doloribus et reiciendis enim aliquam exercitationem eum fugiat.;migration;1;3;False;2024-04-17 08:17:14;sofiaduarte;2024-07-25 08:17:14;mrodrigues
580;5;580;UK18F2DXR6;Campanha Est CJ9K;Doloremque assumenda labore odit illum repellat maxime voluptatum delectus illo.;consumption;1;2;False;2024-10-13 19:19:16;elisa68;2024-12-24 19:19:16;nathan21
581;5;581;248F3VKOG1;Campanha Iusto 011H;;loyalty;1;2;False;2024-04-09 11:15:46;feliperezende;2025-01-08 11:15:46;hsilveira
582;429;582;ALUDHAAHOP;Campanha Incidunt 0E62;Porro laudantium quia laudantium odit reprehenderit et mollitia veniam velit.;consumption;1;4;False;2024-01-15 09:27:38;lucca67;2024-03-24 09:27:38;caio75
583;430;583;1VM3I0GXHC;Campanha Quidem 660U;Reprehenderit illo exercitationem ab praesentium natus nisi incidunt repudiandae repellendus.;consumption;2;2;False;2024-06-25 13:17:53;oviana;2024-09-05 13:17:53;heloisaalmeida
584;5;584;HZ8EEKC8U0;Campanha Nihil 91DZ;;loyalty;1;3;False;2024-04-12 00:50:37;alvesluiz-henrique;2024-04-26 00:50:37;carlos-eduardo00
585;431;585;C3Z6J5Q1D7;Campanha Facere XYLJ;Nobis nobis quasi placeat eos illum sint itaque porro culpa.;migration;1;3;False;2024-02-01 00:23:04;da-motavitor-gabriel;2024-08-10 00:23:04;viniciusnogueira
586;432;586;MTT7FYWM5C;Campanha Facere FV2V;Optio error error officiis molestias consectetur officia temporibus accusamus soluta unde.;seasonal;2;4;False;2024-01-31 05:03:54;joaocastro;2024-08-15 05:03:54;da-rosaigor
587;433;587;KJS08RWQ1C;Campanha Nihil GEDB;;winback;2;1;True;2024-06-12 20:50:10;calebecardoso;2025-03-12 20:50:10;da-luzstella
588;5;588;9T30B69C45;Campanha Unde RY27;Quis unde ipsa delectus velit labore quam blanditiis aliquam placeat nisi.;winback;1;3;False;2024-04-12 07:32:22;ana-juliasilveira;2024-10-06 07:32:22;melissa83
589;434;589;8WZGL51RGF;Campanha Aliquid RNJH;Consectetur tenetur repellat reprehenderit deleniti quibusdam rem.;;1;2;False;2024-02-20 23:55:54;qlima;2024-12-16 23:55:54;wcavalcanti
590;435;590;4FEGYYJ5N8;Campanha Unde 60AT;Ex dolores expedita incidunt recusandae facilis porro nam vel veritatis quisquam voluptas.;loyalty;1;3;True;2024-01-20 02:39:27;pedro81;2024-07-22 02:39:27;ecostela
591;436;591;P6ASSSULJA;Campanha Optio F4WN;;winback;2;1;False;2024-05-05 02:51:47;maria-cecilia06;2024-10-06 02:51:47;gabrielferreira
592;5;592;GYRW6OWH8V;Campanha Rerum LIG7;Aperiam porro earum libero iusto ut dolorum tenetur ex laudantium beatae.;;2;2;False;2024-09-05 11:34:25;castrodavi-lucas;2025-02-12 11:34:25;araujoerick
593;5;593;UACOTFVAN0;Campanha Ad FVEL;Facilis pariatur facere distinctio fuga placeat itaque earum illo.;;1;1;False;2024-03-13 22:04:27;larissarezende;2024-09-12 22:04:27;monteirojoana
594;5;594;LXUIIY3XGW;Campanha Minima K1GP;Facere hic minima id veritatis molestias ab quae quo vitae illum ab.;migration;2;3;False;2024-03-10 15:56:13;paulo25;2024-08-19 15:56:13;pcardoso
595;437;595;AYMH0IT4BU;Campanha Et 4I4C;;seasonal;1;2;False;2024-09-09 22:03:43;wduarte;2025-05-30 22:03:43;kamilly65
596;438;596;8GC0S6ENFP;Campanha Natus PRO6;Commodi alias culpa eaque illo fugit saepe est.;migration;1;3;False;2024-03-10 17:51:00;da-pazpedro-henrique;2024-04-27 17:51:00;maria-eduarda51
597;439;597;TO914YBNUS;Campanha Et 7PSI;;consumption;2;4;False;2024-04-22 13:57:23;nda-conceicao;2025-01-31 13:57:23;alveseduarda
598;440;598;K501EPEKGV;Campanha Exercitationem ZPFC;In natus eligendi sapiente voluptate eum adipisci blanditiis sequi reiciendis.;loyalty;1;3;False;2024-09-15 11:22:49;marcos-viniciusoliveira;2025-04-08 11:22:49;zda-rocha
599;441;599;BFJH9KRS51;Campanha Cumque ZEQW;Similique fuga cupiditate ipsa distinctio ab.;loyalty;2;3;False;2024-10-05 19:30:52;stella10;2024-11-06 19:30:52;pfreitas
600;442;600;DFZDTC5PAY;Campanha Quis GAA7;Necessitatibus vel exercitationem quis doloribus expedita laboriosam vero iste.;seasonal;1;3;False;2024-08-22 05:24:38;bryanbarbosa;2025-05-18 05:24:38;zcampos
601;443;601;O5AWLGITIZ;Campanha Iste 7TFP;;winback;1;1;False;2024-03-26 21:08:26;pedro-henriquecosta;2024-12-29 21:08:26;gmendes
602;5;602;OZFQPII49H;Campanha Laboriosam 5VN2;Architecto iusto occaecati dolorum placeat labore expedita ullam ipsum velit eum similique.;loyalty;1;4;False;2024-02-03 22:29:44;stephanyda-paz;2024-09-20 22:29:44;ninaaraujo
603;444;603;SW58611GQI;Campanha Rerum T8D9;Voluptatem reprehenderit natus ab repudiandae tempora exercitationem nam velit officiis pariatur harum reiciendis.;loyalty;1;2;True;2024-06-18 00:51:29;duarteanthony;2024-07-30 00:51:29;da-cruzcarlos-eduardo
604;445;604;ZFY40I6QV4;Campanha Aliquid TL70;Exercitationem pariatur laborum magnam voluptate dolorem temporibus.;seasonal;1;4;False;2024-03-29 21:13:12;costaguilherme;2024-07-22 21:13:12;mda-cruz
605;446;605;NXPWNUA6TD;Campanha Deserunt XJ1W;Reiciendis blanditiis sint placeat id reiciendis amet incidunt eius.;;2;4;False;2024-07-17 01:45:35;gustavo-henrique17;2025-03-26 01:45:35;luiz-otavio80
606;447;606;7ZMVUTIYMR;Campanha Excepturi 0AZ0;Veritatis tenetur velit architecto excepturi voluptates vel eum nihil.;seasonal;2;4;False;2024-02-26 03:03:24;silvavitor-hugo;2024-10-18 03:03:24;fernandesmirella
607;5;607;T1WM3EQLSU;Campanha Architecto 8MIJ;Ipsum quia minima eos atque libero id sit.;;1;4;False;2024-06-02 22:34:02;zcunha;2024-12-23 22:34:02;ian51
