id;companyId;containerId;createdAt;customer;customerAge;customerRegion;voucher;idVoucher;displayId;engineId;engineName;engineType;extraInfo;integrated;integrationId;isTest;orderTiming;orderType;salesChannel;scheduledAt;status;preparationTime;takeOutTimeInSeconds;totalAmount;updatedAt;version
427;M6ASA2GNNF;S1VHWJPA;29/01/2025 23:26;722;33;SUDESTE;FALSO;;5UGJE8;1DQE8U;DirectOrder;POS;;VERDADEIRO;1527;VERDADEIRO;IMMEDIATE;TAKEOUT;SITE;;PENDING;47;978;29.06;29/01/2025 23:43;v1.0.1
428;4SPQJN1BHI;Q61KJR46;20/04/2025 6:28;692;26;CENTRO OESTE;FALSO;;MHRL06;AJS6FT;CannoliEngine;POS;Deserunt nostrum distinctio tempora quod.;VERDADEIRO;3344;FALSO;SCHEDULED;DELIVERY;EPADOCA;22/04/2025 1:28;CANCELED;18;1365;46.72;20/04/2025 10:52;v1.6.2
429;UZRYD1PV9F;AA4QP7S2;09/03/2025 15:36;50;22;CENTRO OESTE;FALSO;;XUVF5H;WDA7WC;DirectOrder;WEB;Illo dolore iste molestias.;FALSO;4243;FALSO;IMMEDIATE;DELIVERY;EPADOCA;;CONFIRMED;63;350;41.8;10/03/2025 7:52;v3.0.9
430;ZROSSSS2IQ;NACZC8MB;18/11/2024 7:45;706;32;NORDESTE;FALSO;;QTUV2R;T46JCT;IfoodBridge;APP;Rem voluptas fugiat at.;VERDADEIRO;5476;FALSO;IMMEDIATE;INDOOR;EPADOCA;;CONFIRMED;12;809;87.27;18/11/2024 22:25;v3.8.5
431;CQDLP0IRAH;0CPSFA8H;30/07/2025 4:58;705;29;SUL;FALSO;;0O5IAE;83VSQE;KDSPro;WEB;;FALSO;8291;FALSO;IMMEDIATE;INDOOR;IFOOD;;CONCLUDED;33;1330;46.06;30/07/2025 8:01;v3.7.7
432;DDZTPJH761;D81MGQYO;25/05/2025 5:33;660;45;SUDESTE;VERDADEIRO;Canolli20;JP5P4N;JKW3UX;IfoodBridge;APP;;FALSO;5374;FALSO;IMMEDIATE;TAKEOUT;ANOTAAI;;PLACED;59;1286;61.42;25/05/2025 7:12;v2.6.7
433;KT4P6CM363;EY89ZWI9;01/10/2024 9:18;1000;20;SUL;VERDADEIRO;NovoCanolli;SIVZB2;SUP0GA;CannoliEngine;WEB;;VERDADEIRO;2257;FALSO;SCHEDULED;DELIVERY;99FOOD;01/10/2024 20:18;PENDING;87;2975;19.22;01/10/2024 14:59;v1.3.6
434;VRHRKRGKQ8;UL4J1PJF;23/03/2025 11:18;423;32;NORTE;VERDADEIRO;NovoCanolli;QOJ7GT;RDD9V4;KDSPro;APP;;VERDADEIRO;6078;FALSO;IMMEDIATE;DELIVERY;WHATSAPP;;CONCLUDED;29;2446;47.84;23/03/2025 21:17;v2.3.2
435;GY8870J98F;BI8NBB2G;13/03/2025 5:58;279;30;SUDESTE;FALSO;;FWVWOR;LEWUHD;DirectOrder;WEB;Natus natus vel doloremque amet atque.;FALSO;6579;FALSO;SCHEDULED;TAKEOUT;DELIVERYVIP;13/03/2025 7:58;PENDING;51;2116;20.25;13/03/2025 16:43;v3.4.1
436;GPK61CTAIJ;QZP1VTJI;25/06/2025 12:52;598;36;NORTE;FALSO;;C1ORAY;GUBEOO;KDSPro;POS;Fuga tenetur aspernatur laudantium esse aperiam et iure.;VERDADEIRO;6630;FALSO;IMMEDIATE;INDOOR;ANOTAAI;;CONFIRMED;83;2138;38.39;26/06/2025 6:32;v2.9.0
437;93C9CNAVIQ;ED87A40I;16/10/2024 5:28;774;24;SUL;FALSO;;8SVET4;GEFIY0;CannoliEngine;WEB;Repellat ipsa mollitia impedit dignissimos temporibus.;VERDADEIRO;9033;FALSO;IMMEDIATE;INDOOR;WHATSAPP;;PENDING;12;3266;37.41;16/10/2024 17:29;v2.4.3
438;T0JGIRB04L;REK6KR4F;28/10/2024 11:06;772;26;SUDESTE;FALSO;;P7F5XH;0FN17Y;IfoodBridge;POS;Natus labore eius impedit consequuntur porro.;FALSO;3456;FALSO;IMMEDIATE;TAKEOUT;ANOTAAI;;CONFIRMED;53;470;19.34;28/10/2024 16:52;v2.5.8
439;3HW22Z0SD0;Z7K6XK3G;30/12/2024 7:18;220;25;SUDESTE;VERDADEIRO;NovoCanolli;PI3RFS;SF1HRJ;CannoliEngine;POS;;VERDADEIRO;3886;FALSO;IMMEDIATE;TAKEOUT;EPADOCA;;DISPATCHED;61;1857;82.75;30/12/2024 9:54;v3.5.1
440;J0LJL2VX7R;PG2H2THY;02/09/2025 14:40;283;25;SUL;FALSO;;NYW45R;MIV9C5;DirectOrder;APP;Aut corrupti soluta repudiandae error.;VERDADEIRO;4532;FALSO;IMMEDIATE;DELIVERY;EPADOCA;;DISPATCHED;37;1478;50.96;03/09/2025 2:33;v2.9.6
441;BR3RNXXII6;IO1XNAH1;22/08/2025 8:05;456;23;NORTE;FALSO;;K1B00C;6P3E7W;IfoodBridge;POS;Ab ex voluptatum fugit ipsam.;FALSO;1525;FALSO;IMMEDIATE;DELIVERY;ANOTAAI;;PLACED;74;776;36.47;22/08/2025 23:22;v1.6.0
442;O99ZXPARW8;3TT270SQ;10/07/2025 4:27;985;28;SUL;VERDADEIRO;NovoCanolli;8UDGUL;2C8E7K;IfoodBridge;WEB;Atque officia minus nam ipsam.;VERDADEIRO;4113;FALSO;IMMEDIATE;INDOOR;IFOOD;;CONCLUDED;36;659;107.22;10/07/2025 23:00;v2.5.3
443;40GYEZCI7A;OLHGV868;30/04/2025 15:54;132;31;NORDESTE;VERDADEIRO;NovoCanolli;CDUN51;9M9N31;KDSPro;APP;Aspernatur vitae facere vel.;VERDADEIRO;6459;FALSO;IMMEDIATE;TAKEOUT;SITE;;PLACED;29;2607;38.25;01/05/2025 1:57;v2.5.9
444;BAKAGO03S4;L7GUH9WI;08/04/2025 19:44;484;21;SUL;FALSO;;538HSX;VDFZL5;KDSPro;POS;;FALSO;9239;FALSO;SCHEDULED;DELIVERY;EPADOCA;11/04/2025 3:44;CANCELED;58;570;99.34;08/04/2025 20:32;v2.0.1
445;04W8ZGE0XB;81AOB0RS;18/05/2025 13:44;22;23;SUL;VERDADEIRO;NovoCanolli;UYKYFB;P4QY4P;IfoodBridge;POS;Iusto quidem illum facere sed facilis.;FALSO;1543;FALSO;IMMEDIATE;DELIVERY;DELIVERYVIP;;CONFIRMED;47;883;53.43;18/05/2025 18:57;v1.9.4
446;0IRJ51GYA7;3H39Q8BX;24/10/2024 23:53;143;46;CENTRO OESTE;VERDADEIRO;NovoCanolli;637SC7;28905H;DirectOrder;POS;Ipsa qui ipsa quam.;FALSO;2204;FALSO;SCHEDULED;INDOOR;IFOOD;27/10/2024 1:53;DISPATCHED;70;2003;21.85;25/10/2024 11:12;v3.6.3
447;QF5LNJIHE3;DHSUDFLP;14/09/2024 19:04;754;27;SUDESTE;FALSO;;SGY7I9;57MPH9;IfoodBridge;WEB;;VERDADEIRO;3150;FALSO;IMMEDIATE;DELIVERY;SITE;;CONFIRMED;21;650;55.24;15/09/2024 2:03;v2.4.1
448;8F6N321QA1;DWMEJKET;20/10/2024 0:06;18;28;CENTRO OESTE;FALSO;;IW375Z;UIDVJP;CannoliEngine;POS;Nobis ea eius adipisci eveniet neque.;VERDADEIRO;7429;FALSO;IMMEDIATE;TAKEOUT;SITE;;CANCELED;76;2007;92.9;20/10/2024 9:38;v2.8.5
449;X9ZEK82NXT;2VNKPFPV;05/05/2025 8:53;114;24;NORDESTE;FALSO;;68G8R7;ZO9JZG;KDSPro;APP;;FALSO;8664;FALSO;SCHEDULED;INDOOR;EPADOCA;07/05/2025 18:53;CONFIRMED;42;3383;36.55;05/05/2025 23:31;v2.8.2
450;XSN6F0YCRY;G18PN8LC;21/09/2024 8:17;42;29;CENTRO OESTE;FALSO;;RCM4RN;RUGB4F;CannoliEngine;POS;;FALSO;1630;FALSO;SCHEDULED;INDOOR;EPADOCA;22/09/2024 9:17;PLACED;11;3299;30.78;22/09/2024 1:11;v2.7.9
451;645GSL4WNA;24RUBHVN;09/09/2024 15:58;861;28;NORDESTE;VERDADEIRO;NovoCanolli;JTPQ0J;8FWYB5;DirectOrder;APP;;FALSO;2028;FALSO;SCHEDULED;INDOOR;99FOOD;10/09/2024 3:58;PENDING;21;1703;75.18;09/09/2024 20:34;v2.4.7
452;J2CKNIQ71R;CAUM6CWH;18/11/2024 6:08;862;28;SUDESTE;FALSO;;MRIH5E;GLKXG7;IfoodBridge;APP;;VERDADEIRO;1764;FALSO;IMMEDIATE;INDOOR;EPADOCA;;PENDING;31;2081;75.99;18/11/2024 7:34;v2.0.2
453;QQ6PTIPVPA;ZA6XAMVI;11/07/2025 14:43;654;29;NORDESTE;FALSO;;CUUGJW;VXNNB2;DirectOrder;WEB;;FALSO;3492;FALSO;SCHEDULED;INDOOR;WHATSAPP;14/07/2025 6:43;PLACED;22;1388;44.94;11/07/2025 15:58;v2.5.7
454;98BWWPAOJU;D15COHI6;30/12/2024 2:05;910;24;SUDESTE;VERDADEIRO;NovoCanolli;HNK2GB;XG0NJ3;CannoliEngine;APP;Tenetur repellat voluptates dignissimos repudiandae minima.;VERDADEIRO;5947;FALSO;SCHEDULED;TAKEOUT;99FOOD;31/12/2024 12:05;DISPATCHED;17;3298;21.76;30/12/2024 14:01;v2.2.8
455;NQXAR3JDX5;9BA0T9FP;04/04/2025 23:39;420;21;NORTE;VERDADEIRO;NovoCanolli;CBZTFF;6VZCR9;DirectOrder;APP;;VERDADEIRO;7431;FALSO;SCHEDULED;INDOOR;IFOOD;06/04/2025 17:39;PENDING;89;137;39.21;05/04/2025 3:32;v1.1.9
456;KXALUXCMCL;OL9MFNP2;24/02/2025 20:35;763;22;NORTE;FALSO;;E0BND2;5GFS8K;KDSPro;APP;;FALSO;8973;FALSO;IMMEDIATE;TAKEOUT;99FOOD;;PENDING;31;1789;169.51;25/02/2025 11:08;v3.1.9
457;0IMTBBWE28;EDDEE8V9;18/08/2025 2:43;281;26;SUDESTE;VERDADEIRO;NovoCanolli;MS0KVH;OW7N4Z;CannoliEngine;POS;Aliquam laborum placeat nisi quo non veniam.;VERDADEIRO;5938;FALSO;SCHEDULED;TAKEOUT;99FOOD;19/08/2025 14:43;DISPATCHED;8;1969;88.68;18/08/2025 11:58;v3.1.8
458;DVI8FFWEC7;4CN9R6YW;03/05/2025 1:35;164;31;SUDESTE;VERDADEIRO;NovoCanolli;5A50Y1;X79C57;CannoliEngine;APP;Culpa quaerat necessitatibus occaecati nemo quasi impedit.;FALSO;1583;FALSO;IMMEDIATE;INDOOR;SITE;;PLACED;79;1461;27.24;03/05/2025 6:07;v2.3.2
459;4CEV1HQSSH;AK6J9Q3G;21/03/2025 12:49;927;29;CENTRO OESTE;VERDADEIRO;Canolli20;H5VB1T;5C2WVW;IfoodBridge;POS;;VERDADEIRO;3421;FALSO;IMMEDIATE;INDOOR;IFOOD;;PENDING;19;1605;46.3;22/03/2025 0:49;v1.8.0
460;27Q86DU5WX;BRC7U9P6;01/07/2025 5:17;90;29;SUDESTE;VERDADEIRO;NovoCanolli;MCMNNK;6A2P6C;CannoliEngine;APP;;FALSO;3208;FALSO;IMMEDIATE;INDOOR;ANOTAAI;;CONFIRMED;34;2825;111.52;01/07/2025 23:54;v3.9.5
461;DCOS516XEN;G7BAK8VF;09/08/2025 14:40;266;30;SUDESTE;FALSO;;UO5WOD;31ENBB;CannoliEngine;WEB;;FALSO;3570;FALSO;SCHEDULED;DELIVERY;SITE;10/08/2025 2:40;DISPATCHED;34;1874;39.8;10/08/2025 5:26;v3.6.6
462;V9LFBJXT3C;NRY587XI;20/01/2025 4:56;330;27;CENTRO OESTE;FALSO;;R2G42B;7MYE1Z;CannoliEngine;WEB;Quisquam enim blanditiis ab consectetur perspiciatis.;FALSO;1762;FALSO;IMMEDIATE;DELIVERY;DELIVERYVIP;;CONCLUDED;82;503;26.03;20/01/2025 9:02;v1.9.9
463;7PHDA56AQY;CVF7JMYI;12/11/2024 8:31;540;36;CENTRO OESTE;VERDADEIRO;NovoCanolli;RM6NSK;I05TEP;IfoodBridge;POS;;VERDADEIRO;1774;FALSO;IMMEDIATE;DELIVERY;EPADOCA;;DISPATCHED;34;1661;37.07;13/11/2024 2:31;v1.7.5
464;LZ3Z72R5I1;SOK4KJ1M;30/08/2025 19:49;490;32;CENTRO OESTE;VERDADEIRO;Canolli20;NMHCBE;OPUZL7;DirectOrder;APP;Excepturi magni nostrum.;FALSO;8282;FALSO;SCHEDULED;DELIVERY;99FOOD;02/09/2025 14:49;CONCLUDED;81;317;135.37;30/08/2025 22:21;v1.5.5
465;HVRJQAYZMX;3P5KUG2M;01/05/2025 11:17;135;28;SUDESTE;FALSO;;L15G35;FB4G90;CannoliEngine;POS;;VERDADEIRO;3655;FALSO;SCHEDULED;TAKEOUT;DELIVERYVIP;03/05/2025 15:17;CONFIRMED;29;2580;19.87;01/05/2025 23:13;v2.1.5
466;UEXYVCUBPR;0W6U7HKN;14/10/2024 8:25;38;18;SUDESTE;VERDADEIRO;NovoCanolli;DAZ54Q;YGKC1U;IfoodBridge;APP;;VERDADEIRO;8491;FALSO;SCHEDULED;TAKEOUT;DELIVERYVIP;15/10/2024 4:25;DISPATCHED;64;1756;95.98;14/10/2024 17:00;v1.9.7
467;V6ZQE164GX;Z7R2ZC0X;19/06/2025 10:09;280;21;SUDESTE;FALSO;;8OGRIN;PNYN4Q;CannoliEngine;POS;;VERDADEIRO;2399;FALSO;IMMEDIATE;DELIVERY;99FOOD;;CONFIRMED;83;798;29.53;20/06/2025 1:22;v2.8.6
468;27LIH6D07C;PG590WBK;18/12/2024 5:29;482;22;SUDESTE;VERDADEIRO;NovoCanolli;P48N7P;KQK173;CannoliEngine;WEB;;VERDADEIRO;8826;FALSO;IMMEDIATE;TAKEOUT;DELIVERYVIP;;CONCLUDED;66;479;100.12;18/12/2024 19:34;v2.9.0
469;C79RZC0FLA;W88P43GK;09/07/2025 22:30;554;23;SUL;FALSO;;24414G;GSD40U;DirectOrder;WEB;;FALSO;2303;FALSO;IMMEDIATE;DELIVERY;SITE;;PENDING;32;167;34.38;10/07/2025 17:40;v2.3.6
470;6UV82VSNOR;1C2GXNRB;07/10/2024 17:59;397;33;NORDESTE;VERDADEIRO;NovoCanolli;HF9D3Q;Y7DM12;CannoliEngine;WEB;Quae nemo rerum corporis rem harum.;VERDADEIRO;7604;FALSO;IMMEDIATE;DELIVERY;ANOTAAI;;PLACED;18;3318;15.46;08/10/2024 9:46;v2.7.3
471;FRODQ4AKM9;EAD0SRIA;09/12/2024 21:51;852;23;NORDESTE;FALSO;;JW44QD;ZNX80E;DirectOrder;WEB;Quae aliquam quas repudiandae.;VERDADEIRO;2607;FALSO;SCHEDULED;TAKEOUT;EPADOCA;12/12/2024 20:51;CANCELED;50;2500;45.91;10/12/2024 6:51;v3.3.3
472;HS6JEC6E3C;A00SFRN6;09/04/2025 13:40;736;24;SUDESTE;FALSO;;GUUHRZ;WI2P4L;IfoodBridge;APP;;FALSO;7801;FALSO;SCHEDULED;INDOOR;ANOTAAI;12/04/2025 4:40;PLACED;8;416;94.67;10/04/2025 9:34;v2.2.3
473;IB7C00F0OJ;T5LPXN9E;16/05/2025 13:03;349;24;SUDESTE;FALSO;;CAO6BF;ZRWMH0;DirectOrder;POS;;VERDADEIRO;1853;FALSO;SCHEDULED;DELIVERY;WHATSAPP;19/05/2025 4:03;CONFIRMED;71;118;20.53;16/05/2025 22:21;v2.8.1
474;53NAHOH2P9;RA94KFGP;12/08/2025 2:25;60;44;SUDESTE;VERDADEIRO;NovoCanolli;9RJOZG;4NYHQM;KDSPro;WEB;Quos consequuntur aspernatur.;FALSO;6841;FALSO;IMMEDIATE;TAKEOUT;ANOTAAI;;CANCELED;11;3325;148.83;12/08/2025 14:08;v1.3.0
475;NBAQKNNVYK;ATZ4L48X;08/05/2025 15:51;483;29;SUDESTE;FALSO;;9AL8JU;W5UDTE;DirectOrder;APP;Ut nulla hic praesentium tempora.;VERDADEIRO;3722;FALSO;SCHEDULED;INDOOR;WHATSAPP;08/05/2025 21:51;PENDING;41;3198;45.9;09/05/2025 3:13;v1.6.5
476;VC7PBGEP9L;ZRVFNK46;18/06/2025 21:01;298;31;SUL;VERDADEIRO;Canolli10;0DQTX4;S0TZO8;DirectOrder;POS;;VERDADEIRO;5895;FALSO;IMMEDIATE;INDOOR;DELIVERYVIP;;PLACED;89;3437;85.11;18/06/2025 23:53;v1.1.9
477;QNJD6ZRRYJ;72TUXIVJ;17/07/2025 12:49;228;33;NORDESTE;VERDADEIRO;Canolli10;TSOZS2;I0LRKQ;IfoodBridge;POS;Omnis hic eos ea ipsa.;VERDADEIRO;2363;FALSO;IMMEDIATE;TAKEOUT;EPADOCA;;CANCELED;13;676;53.83;18/07/2025 7:21;v2.9.5
478;E5OZ8BULO1;141AFT2C;10/01/2025 21:20;235;25;CENTRO OESTE;VERDADEIRO;NovoCanolli;4ZWBMF;ND4N2Z;DirectOrder;WEB;Tenetur illo dolorum beatae minus vero vel illum.;VERDADEIRO;8307;FALSO;SCHEDULED;TAKEOUT;IFOOD;11/01/2025 15:20;CANCELED;39;324;131.68;11/01/2025 7:20;v1.4.5
479;KP7A8WZJWL;NM580830;07/08/2025 22:44;140;30;CENTRO OESTE;VERDADEIRO;NovoCanolli;N95R3U;DGCJT8;DirectOrder;APP;;FALSO;9260;FALSO;IMMEDIATE;DELIVERY;EPADOCA;;CONCLUDED;45;1565;53.52;08/08/2025 12:46;v2.8.5
480;374M3R3MFZ;K852WB7T;09/04/2025 15:53;774;24;SUL;FALSO;;ZPZVOW;I005WD;DirectOrder;POS;Dignissimos recusandae repellendus.;VERDADEIRO;6312;FALSO;IMMEDIATE;DELIVERY;IFOOD;;PENDING;31;2090;47.76;10/04/2025 3:17;v2.9.2
481;772BYR4L7N;2LEYUKO6;09/07/2025 19:03;128;22;SUL;VERDADEIRO;NovoCanolli;4ZCKMS;N35XAM;CannoliEngine;WEB;Suscipit voluptates enim itaque.;VERDADEIRO;6126;FALSO;SCHEDULED;TAKEOUT;DELIVERYVIP;09/07/2025 21:03;PENDING;50;1600;56.66;10/07/2025 9:31;v1.3.2
482;0MDINIS3IA;8JRRX0TT;25/07/2025 22:10;400;24;CENTRO OESTE;FALSO;;40PKCB;9XCQFU;DirectOrder;APP;;VERDADEIRO;3803;FALSO;IMMEDIATE;DELIVERY;99FOOD;;CONCLUDED;48;1498;46.38;26/07/2025 2:54;v1.5.7
483;92D3CBIWMR;WMTX8XLV;02/09/2025 7:24;37;24;SUDESTE;VERDADEIRO;NovoCanolli;KWKNPO;UMU4YG;DirectOrder;WEB;Doloribus odit totam.;VERDADEIRO;4358;FALSO;SCHEDULED;INDOOR;DELIVERYVIP;03/09/2025 17:24;CANCELED;34;1091;40.66;02/09/2025 14:29;v3.1.1
484;JDO7P4HI8M;C0UNJF4U;22/01/2025 2:12;827;18;SUL;FALSO;;QM19IW;BUW6F5;CannoliEngine;POS;At est quidem deleniti modi libero quis.;VERDADEIRO;8768;FALSO;SCHEDULED;INDOOR;IFOOD;24/01/2025 0:12;CONFIRMED;50;2941;62.72;22/01/2025 16:39;v1.6.7
485;82DE12UW30;5PURQ5WN;16/10/2024 12:33;248;21;SUDESTE;FALSO;;IAI4T1;S1HVDI;DirectOrder;APP;;FALSO;7206;FALSO;IMMEDIATE;INDOOR;99FOOD;;CONFIRMED;36;1966;49.86;16/10/2024 22:38;v3.7.0
486;EOSNP8DCWC;J0TCLJIR;03/02/2025 7:56;623;26;SUL;FALSO;;JMPGNU;5R6GWQ;KDSPro;POS;;FALSO;2729;FALSO;IMMEDIATE;INDOOR;WHATSAPP;;CONCLUDED;54;730;29.03;03/02/2025 13:24;v3.7.8
487;LS1106P34Z;652AUVIP;15/11/2024 5:35;857;19;SUDESTE;FALSO;;0BQCND;5X598K;CannoliEngine;POS;Aperiam voluptatibus velit illum repellendus quis exercitationem veritatis.;VERDADEIRO;1989;FALSO;SCHEDULED;INDOOR;99FOOD;17/11/2024 22:35;CANCELED;36;2690;72.85;15/11/2024 15:30;v1.2.2
488;UGFFW2WMB8;S6KPKWLZ;06/06/2025 13:13;168;28;CENTRO OESTE;VERDADEIRO;Canolli10;G4HRX1;FOPNTI;KDSPro;POS;;FALSO;5696;FALSO;IMMEDIATE;INDOOR;99FOOD;;CANCELED;56;610;65.29;06/06/2025 23:35;v2.0.5
489;MS9V04T1C7;QYJ0U28M;30/11/2024 14:59;352;24;SUL;FALSO;;Z13E54;IBTH07;IfoodBridge;POS;;FALSO;7992;FALSO;IMMEDIATE;DELIVERY;SITE;;CANCELED;62;1778;46.0;01/12/2024 3:16;v1.5.1
490;4DB2XS3HDP;7FSABQ21;06/07/2025 20:00;778;27;CENTRO OESTE;FALSO;;VTXR6M;SB2535;CannoliEngine;WEB;Voluptatibus labore tempore.;FALSO;7234;FALSO;IMMEDIATE;INDOOR;ANOTAAI;;CONFIRMED;71;2745;45.37;07/07/2025 3:13;v1.5.3
491;F5179N1UJY;PM7U4AKU;08/12/2024 3:19;638;28;SUDESTE;VERDADEIRO;NovoCanolli;NQHNVO;XWCRRO;IfoodBridge;APP;Quia ea voluptate ab voluptatem id quae maxime.;VERDADEIRO;4054;FALSO;IMMEDIATE;DELIVERY;EPADOCA;;PENDING;82;2571;55.78;08/12/2024 8:47;v3.6.6
492;RC1ATBN6SE;RYSVICSM;25/02/2025 8:34;150;48;NORDESTE;FALSO;;Q37HBM;T69OQA;IfoodBridge;APP;Excepturi quod saepe eos facilis magnam veniam perspiciatis.;VERDADEIRO;4109;FALSO;SCHEDULED;INDOOR;DELIVERYVIP;27/02/2025 4:34;DISPATCHED;65;3428;20.1;25/02/2025 9:52;v1.8.0
493;ZUUJONBG9R;FGXJ6077;08/02/2025 12:27;208;26;SUL;FALSO;;HBFFNI;LCTRR7;KDSPro;APP;Distinctio ex vel quam.;VERDADEIRO;5515;FALSO;IMMEDIATE;DELIVERY;DELIVERYVIP;;CONCLUDED;34;1612;30.06;08/02/2025 16:47;v3.0.8
494;AVK01C38ME;MZVCG8ME;19/07/2025 2:55;595;44;NORTE;FALSO;;L61GTY;QH05BG;DirectOrder;POS;;FALSO;4259;FALSO;SCHEDULED;DELIVERY;EPADOCA;20/07/2025 3:55;PENDING;87;1447;87.78;19/07/2025 8:45;v3.3.6
495;3S5QJ8NKYT;IO0YE90L;18/09/2024 4:47;214;19;SUDESTE;VERDADEIRO;NovoCanolli;P4YK89;C2SYOW;KDSPro;POS;Necessitatibus ex quibusdam ea velit dolores error corporis.;VERDADEIRO;4808;FALSO;SCHEDULED;DELIVERY;DELIVERYVIP;18/09/2024 21:47;PENDING;40;729;59.68;18/09/2024 22:23;v3.6.7
496;O300TNNC60;T1GQVWQL;02/07/2025 3:56;206;53;SUL;VERDADEIRO;Canolli20;586TE6;CZRKD8;CannoliEngine;WEB;;VERDADEIRO;6949;VERDADEIRO;SCHEDULED;INDOOR;SITE;04/07/2025 13:56;PLACED;35;1030;101.71;02/07/2025 12:43;v1.8.3
497;UBQ7YX50VJ;099HRLFV;05/02/2025 15:41;113;41;CENTRO OESTE;FALSO;;WHWGAN;R5BTUE;IfoodBridge;APP;;VERDADEIRO;4966;FALSO;IMMEDIATE;TAKEOUT;IFOOD;;PLACED;11;2094;47.12;05/02/2025 21:58;v3.3.7
498;FV2OF6XR5X;EZG2EPBH;26/07/2025 5:12;68;45;CENTRO OESTE;FALSO;;TWG1NI;Y9KAGD;IfoodBridge;POS;;FALSO;9337;FALSO;IMMEDIATE;DELIVERY;SITE;;CONFIRMED;12;717;93.32;26/07/2025 14:14;v2.6.1
499;7GYSIEJNEF;0YDRRDN2;15/08/2025 5:26;478;29;SUDESTE;FALSO;;08RNPP;APCJEH;KDSPro;POS;Illum repellendus repellat cupiditate.;FALSO;3279;FALSO;IMMEDIATE;DELIVERY;99FOOD;;PLACED;15;153;36.32;16/08/2025 0:13;v2.1.1
500;8L8GAU1Y2J;EDV3L2AF;14/12/2024 2:47;873;26;SUDESTE;VERDADEIRO;Canolli10;0YVSI8;WG0INP;CannoliEngine;WEB;;VERDADEIRO;7072;FALSO;SCHEDULED;DELIVERY;SITE;14/12/2024 8:47;CONFIRMED;23;1510;37.28;14/12/2024 16:15;v3.1.7
501;TDFN779JUI;A1RH1O5S;20/10/2024 1:33;62;31;SUDESTE;FALSO;;A11CZG;5XNBYW;DirectOrder;WEB;;VERDADEIRO;2939;FALSO;SCHEDULED;DELIVERY;WHATSAPP;21/10/2024 18:33;PLACED;78;3244;84.63;20/10/2024 18:48;v2.7.4
502;SGUGPIVH4T;NPUTP9RR;12/02/2025 6:23;963;23;SUDESTE;FALSO;;DMKUNI;FJONDT;CannoliEngine;APP;;FALSO;9732;FALSO;IMMEDIATE;TAKEOUT;DELIVERYVIP;;DISPATCHED;5;2462;28.74;12/02/2025 21:31;v3.3.2
503;BFF3SJE6FQ;HDCSWQ0Y;20/11/2024 7:17;398;29;SUDESTE;FALSO;;G2DXM8;9V9VZ1;IfoodBridge;WEB;;FALSO;1989;FALSO;IMMEDIATE;DELIVERY;IFOOD;;DISPATCHED;77;1885;56.96;20/11/2024 14:08;v1.8.1
504;JQ2KCA7YMQ;HO8155PQ;31/03/2025 6:44;968;19;SUDESTE;FALSO;;Y3RDLY;KFX8WB;KDSPro;APP;;VERDADEIRO;8792;FALSO;IMMEDIATE;INDOOR;WHATSAPP;;PLACED;9;3573;58.28;01/04/2025 1:07;v1.5.3
505;PH61ITBTRQ;C5U7906N;01/07/2025 23:03;425;42;SUDESTE;FALSO;;W8DZ02;GNG9O2;IfoodBridge;APP;;FALSO;3048;FALSO;SCHEDULED;INDOOR;99FOOD;04/07/2025 22:03;DISPATCHED;6;3440;58.04;02/07/2025 18:53;v3.9.6
506;QPIF6EYYNY;PMP6SD44;12/12/2024 17:43;482;22;SUDESTE;FALSO;;BM4YMI;0JRZH5;IfoodBridge;WEB;;FALSO;8514;FALSO;IMMEDIATE;DELIVERY;WHATSAPP;;DISPATCHED;6;2007;29.79;12/12/2024 18:20;v3.5.9
507;KHKT9IFVDQ;BHSC2EP3;25/11/2024 2:52;735;26;CENTRO OESTE;FALSO;;3TVZ7M;JJL1ZC;KDSPro;POS;;FALSO;4573;FALSO;SCHEDULED;TAKEOUT;99FOOD;27/11/2024 0:52;PENDING;52;2323;29.12;25/11/2024 9:02;v3.7.0
508;TQE0LULW8G;IJY80U0Z;06/08/2025 3:44;258;27;CENTRO OESTE;FALSO;;I50TIH;QSHXLS;KDSPro;WEB;Enim autem beatae fugit deleniti ut repellendus.;FALSO;3647;FALSO;SCHEDULED;TAKEOUT;WHATSAPP;07/08/2025 5:44;CONCLUDED;72;2526;34.58;06/08/2025 7:47;v3.5.9
509;TLWCMROE9G;HBIKB2RK;17/03/2025 10:09;766;30;SUL;FALSO;;F6BJY6;VVW6JP;IfoodBridge;WEB;Aut culpa assumenda voluptatem provident.;VERDADEIRO;8460;FALSO;SCHEDULED;INDOOR;SITE;18/03/2025 23:09;CONCLUDED;78;1041;31.84;18/03/2025 3:58;v3.0.4
510;4HQ46VVDRU;ALU4QDS0;23/02/2025 21:59;799;29;SUL;VERDADEIRO;NovoCanolli;RCIP3G;LRK9AF;IfoodBridge;POS;Adipisci nemo doloremque laboriosam.;VERDADEIRO;2914;FALSO;SCHEDULED;DELIVERY;SITE;24/02/2025 12:59;CANCELED;69;2141;13.59;24/02/2025 6:28;v2.9.1
